text,Power_Failure,Battery_Charging,Display_Visual,Audio_Sound,Overheating_Thermal,Connectivity_Signal,Water_Liquid_Damage,Mechanical_Motor,Input_Controls,Software_Error,Data_Storage,Sensor_Accuracy
The drone firmware update failed and I tried restarting.,0,0,0,0,0,0,0,0,0,1,0,0
The e-scooter fan runs loud constantly.,0,0,0,0,1,0,0,0,0,0,0,0
Gaming console has been temperature sensor off lately.,0,0,0,0,0,0,0,0,0,0,0,1
"Laptop gets very hot, and My laptop buttons not registering.",0,0,0,0,1,0,0,0,1,0,0,0
"I noticed my earbuds audio cuts out, and Earbuds buttons not registering.",0,0,0,1,0,0,0,0,1,0,0,0
I noticed my router makes clicking noise. Please help.,0,0,0,1,0,0,0,0,0,0,0,0
Washing machine has been loud grinding noise lately and it's getting worse every day. Please help.,0,0,0,1,0,0,0,0,0,0,0,0
I noticed my TV dropped in water and it's getting worse every day.,0,0,0,0,0,0,1,0,0,0,0,0
The TV proximity sensor fails.,0,0,0,0,0,0,0,0,0,0,0,1
Camera fails to charge after it fell.,0,1,0,0,0,0,0,0,0,0,0,0
My gaming console remote buttons don't work while charging.,0,0,0,0,0,0,0,0,1,0,0,0
Hard drive corroded port after spill. Please help.,0,0,0,0,0,0,1,0,0,0,0,0
My vacuum won't hold charge.,0,1,0,0,0,0,0,0,0,0,0,0
Printer has been no internet connection lately.,0,0,0,0,0,1,0,0,0,0,0,0
Router overheats.,0,0,0,0,1,0,0,0,0,0,0,0
Laptop files corrupted.,0,0,0,0,0,0,0,0,0,0,1,0
"I noticed my laptop network drops, and I noticed my laptop display shows lines. I need this fixed.",0,0,1,0,0,1,0,0,0,0,0,0
Speaker battery indicator incorrect. Please help.,0,1,0,0,0,0,0,0,0,0,0,0
Fitness tracker has been disk making clicking noises lately.,0,0,0,0,0,0,0,0,0,0,1,0
The vacuum loses signal.,0,0,0,0,0,1,0,0,0,0,0,0
"I noticed my thermostat error code on startup, and Thermostat gives wrong readings.",0,0,0,0,0,0,0,0,0,1,0,1
"My phone drum won't rotate, and My phone no sound. Please help.",0,0,0,1,0,0,0,1,0,0,0,0
"My phone won't turn on, and I noticed my phone image is blurry.",1,0,1,0,0,0,0,0,0,0,0,0
The hard drive can't find networks.,0,0,0,0,0,1,0,0,0,0,0,0
I noticed my e-scooter error code on startup right after I plugged it in. Please help.,0,0,0,0,0,0,0,0,0,1,0,0
"The washing machine stuck in bootloop, and My washing machine gets very hot. I need this fixed.",0,0,0,0,1,0,0,0,0,1,0,0
Smartwatch trackpad stops working.,0,0,0,0,0,0,0,0,1,0,0,0
My smartwatch dead pixels since yesterday.,0,0,1,0,0,0,0,0,0,0,0,0
"Camera has been makes clicking noise lately, and I noticed my camera double-press issue.",0,0,0,1,0,0,0,0,1,0,0,0
The router screen ghost touches since yesterday.,0,0,1,0,0,0,0,0,0,0,0,0
I noticed my washing machine echo and static since yesterday.,0,0,0,1,0,0,0,0,0,0,0,0
Tv has been gives wrong readings lately and I tried restarting.,0,0,0,0,0,0,0,0,0,0,0,1
Hard drive display has color tint right after I plugged it in.,0,0,1,0,0,0,0,0,0,0,0,0
Fitness tracker remote buttons don't work.,0,0,0,0,0,0,0,0,1,0,0,0
My camera files corrupted.,0,0,0,0,0,0,0,0,0,0,1,0
I noticed my smartwatch device smokes.,0,0,0,0,1,0,0,0,0,0,0,0
Tablet has been loud grinding noise lately and I tried restarting.,0,0,0,1,0,0,0,0,0,0,0,0
The vacuum loud grinding noise.,0,0,0,1,0,0,0,0,0,0,0,0
The earbuds sensor not accurate while charging.,0,0,0,0,0,0,0,0,0,0,0,1
I noticed my vacuum audio cuts out while charging.,0,0,0,1,0,0,0,0,0,0,0,0
Printer won't turn on. Please help.,1,0,0,0,0,0,0,0,0,0,0,0
My TV battery swelled.,0,1,0,0,0,0,0,0,0,0,0,0
My speaker doesnt power up.,1,0,0,0,0,0,0,0,0,0,0,0
I noticed my printer battery swelled since yesterday.,0,1,0,0,0,0,0,0,0,0,0,0
"Thermostat has been fails to start lately, and I noticed my thermostat distorted audio. I need this fixed.",1,0,0,1,0,0,0,0,0,0,0,0
The thermostat heart rate incorrect right after I plugged it in.,0,0,0,0,0,0,0,0,0,0,0,1
Thermostat has been touchscreen not responding lately.,0,0,1,0,0,0,0,0,0,0,0,0
The router won't turn on.,1,0,0,0,0,0,0,0,0,0,0,0
Thermostat temperature sensor off after it fell.,0,0,0,0,0,0,0,0,0,0,0,1
Drone battery drains quickly.,0,1,0,0,0,0,0,0,0,0,0,0
Fitness tracker corroded port after spill.,0,0,0,0,0,0,1,0,0,0,0,0
"My speaker won't hold charge, and Speaker has been SD card not recognized lately.",0,1,0,0,0,0,0,0,0,0,1,0
I noticed my e-scooter roller jammed. Please help.,0,0,0,0,0,0,0,1,0,0,0,0
The router buttons not registering since yesterday.,0,0,0,0,0,0,0,0,1,0,0,0
"I noticed my gaming console battery died in minutes, and My gaming console OS won't load. I need this fixed.",0,1,0,0,0,0,0,0,0,1,0,0
"Fitness tracker has been overheats lately, and My fitness tracker GPS wrong location.",0,0,0,0,1,0,0,0,0,0,0,1
"Speaker won't charge, and The speaker microphone not working.",0,1,0,1,0,0,0,0,0,0,0,0
The fitness tracker keys are sticky.,0,0,0,0,0,0,0,0,1,0,0,0
Vacuum has been battery overheating lately and I tried restarting.,0,0,0,0,1,0,0,0,0,0,0,0
"My earbuds gets very hot, and Earbuds has been speaker muffled after water lately.",0,0,0,0,1,0,1,0,0,0,0,0
My router audio cuts out while charging.,0,0,0,1,0,0,0,0,0,0,0,0
"Printer has been got wet and stopped working lately, and My printer fan runs loud constantly.",0,0,0,0,1,0,1,0,0,0,0,0
I noticed my TV corroded port after spill.,0,0,0,0,0,0,1,0,0,0,0,0
Laptop has been overheats lately right after I plugged it in.,0,0,0,0,1,0,0,0,0,0,0,0
My router distorted audio and it's getting worse every day.,0,0,0,1,0,0,0,0,0,0,0,0
Vacuum has been stuck in bootloop lately.,0,0,0,0,0,0,0,0,0,1,0,0
E-scooter has been no cellular signal lately.,0,0,0,0,0,1,0,0,0,0,0,0
The printer touch input fails.,0,0,0,0,0,0,0,0,1,0,0,0
"Vacuum has been power LED is on but device is dead lately, and The vacuum motion sensor false triggers.",1,0,0,0,0,0,0,0,0,0,0,1
"Camera has been screen ghost touches lately, and I noticed my camera motion sensor false triggers. Please help.",0,0,1,0,0,0,0,0,0,0,0,1
"I noticed my camera motion sensor false triggers, and I noticed my camera keys are sticky.",0,0,0,0,0,0,0,0,1,0,0,1
Washing machine propeller is stuck while charging.,0,0,0,0,0,0,0,1,0,0,0,0
"My tablet won't hold charge, and I noticed my tablet doesn't power up.",1,1,0,0,0,0,0,0,0,0,0,0
"I noticed my washing machine heart rate incorrect, and Washing machine has been echo and static lately.",0,0,0,1,0,0,0,0,0,0,0,1
Speaker audio cuts out.,0,0,0,1,0,0,0,0,0,0,0,0
My TV battery drains quickly.,0,1,0,0,0,0,0,0,0,0,0,0
"Tv has been won't hold charge lately, and Tv stuck in bootloop.",0,1,0,0,0,0,0,0,0,1,0,0
"My monitor won't boot, and Monitor has been sensor not accurate lately.",1,0,0,0,0,0,0,0,0,0,0,1
The tablet motion sensor false triggers and it's getting worse every day.,0,0,0,0,0,0,0,0,0,0,0,1
"The drone got wet and stopped working, and Drone doesn't power up. Please help.",1,0,0,0,0,0,1,0,0,0,0,0
Hard drive has been screen is flickering lately.,0,0,1,0,0,0,0,0,0,0,0,0
"My router won't charge, and I noticed my router no internet connection.",0,1,0,0,0,1,0,0,0,0,0,0
My smartwatch Bluetooth won't pair while charging.,0,0,0,0,0,1,0,0,0,0,0,0
"I noticed my hard drive audio cuts out, and I noticed my hard drive dead pixels. Please help.",0,0,1,1,0,0,0,0,0,0,0,0
"My fitness tracker Bluetooth won't pair, and Fitness tracker has been dead pixels lately.",0,0,1,0,0,1,0,0,0,0,0,0
I noticed my laptop gives wrong readings since yesterday.,0,0,0,0,0,0,0,0,0,0,0,1
The vacuum error code on startup after a recent update.,0,0,0,0,0,0,0,0,0,1,0,0
Thermostat can't save files.,0,0,0,0,0,0,0,0,0,0,1,0
The smartwatch data disappeared.,0,0,0,0,0,0,0,0,0,0,1,0
Printer overheats after it fell.,0,0,0,0,1,0,0,0,0,0,0,0
"My router storage full unexpectedly, and The router battery drains quickly. I need this fixed.",0,1,0,0,0,0,0,0,0,0,1,0
My hard drive shuts off randomly.,1,0,0,0,0,0,0,0,0,0,0,0
"Thermostat fan runs loud constantly, and The thermostat won't boot. I need this fixed. Please help.",1,0,0,0,1,0,0,0,0,0,0,0
I noticed my thermostat OS won't load.,0,0,0,0,0,0,0,0,0,1,0,0
I noticed my smartwatch won't charge and it's getting worse every day.,0,1,0,0,0,0,0,0,0,0,0,0
The earbuds mechanical grinding noise while charging.,0,0,0,0,0,0,0,1,0,0,0,0
"Tv storage full unexpectedly, and The TV propeller is stuck.",0,0,0,0,0,0,0,1,0,0,1,0
My earbuds temperature sensor off.,0,0,0,0,0,0,0,0,0,0,0,1
"I noticed my monitor heart rate incorrect, and I noticed my monitor disk making clicking noises.",0,0,0,0,0,0,0,0,0,0,1,1
I noticed my vacuum battery swelled.,0,1,0,0,0,0,0,0,0,0,0,0
I noticed my tablet mechanical grinding noise.,0,0,0,0,0,0,0,1,0,0,0,0
E-scooter has been can't find networks lately after a recent update.,0,0,0,0,0,1,0,0,0,0,0,0
Washing machine has been app crashes lately.,0,0,0,0,0,0,0,0,0,1,0,0
Camera won't boot.,1,0,0,0,0,0,0,0,0,0,0,0
"The e-scooter dead pixels, and I noticed my e-scooter dropped in water. I need this fixed.",0,0,1,0,0,0,1,0,0,0,0,0
The monitor fan runs loud constantly while charging.,0,0,0,0,1,0,0,0,0,0,0,0
"Phone has been corroded port after spill lately, and The phone software freezes.",0,0,0,0,0,0,1,0,0,1,0,0
My monitor got wet and stopped working. Please help.,0,0,0,0,0,0,1,0,0,0,0,0
"The router roller jammed, and The router hard drive not detected. I need this fixed.",0,0,0,0,0,0,0,1,0,0,1,0
"My gaming console has no power, and Gaming console software freezes.",1,0,0,0,0,0,0,0,0,1,0,0
I noticed my tablet screen is black.,0,0,1,0,0,0,0,0,0,0,0,0
"Hard drive liquid damage, and The hard drive network drops.",0,0,0,0,0,1,1,0,0,0,0,0
Camera has been screen is black lately.,0,0,1,0,0,0,0,0,0,0,0,0
"My smartwatch can't save files, and My smartwatch Bluetooth won't pair.",0,0,0,0,0,1,0,0,0,0,1,0
Monitor dropped in water.,0,0,0,0,0,0,1,0,0,0,0,0
"Speaker has been battery died in minutes lately, and Speaker motor not spinning. I need this fixed.",0,1,0,0,0,0,0,1,0,0,0,0
Tv screen is flickering right after I plugged it in.,0,0,1,0,0,0,0,0,0,0,0,0
"The smartwatch battery died in minutes, and I noticed my smartwatch screen fogged after water.",0,1,0,0,0,0,1,0,0,0,0,0
My fitness tracker motor not spinning.,0,0,0,0,0,0,0,1,0,0,0,0
Thermostat has been dead pixels lately.,0,0,1,0,0,0,0,0,0,0,0,0
Tablet has been screen fogged after water lately right after I plugged it in. Please help.,0,0,0,0,0,0,1,0,0,0,0,0
Monitor has been battery indicator incorrect lately right after I plugged it in.,0,1,0,0,0,0,0,0,0,0,0,0
"The earbuds battery swelled, and Earbuds has been data disappeared lately.",0,1,0,0,0,0,0,0,0,0,1,0
I noticed my TV stuck in bootloop while charging. Please help.,0,0,0,0,0,0,0,0,0,1,0,0
My hard drive battery drains quickly after it fell.,0,1,0,0,0,0,0,0,0,0,0,0
My e-scooter remote buttons don't work.,0,0,0,0,0,0,0,0,1,0,0,0
My TV no cellular signal.,0,0,0,0,0,1,0,0,0,0,0,0
"Phone propeller is stuck, and My phone software freezes.",0,0,0,0,0,0,0,1,0,1,0,0
"Router has been Wi-Fi disconnects lately, and I noticed my router roller jammed. I need this fixed.",0,0,0,0,0,1,0,1,0,0,0,0
"Phone has been distorted audio lately, and The phone display shows lines.",0,0,1,1,0,0,0,0,0,0,0,0
Tv speaker muffled after water.,0,0,0,0,0,0,1,0,0,0,0,0
Thermostat double-press issue.,0,0,0,0,0,0,0,0,1,0,0,0
Washing machine has been buttons not registering lately. Please help.,0,0,0,0,0,0,0,0,1,0,0,0
"Drone battery drains quickly, and My drone makes clicking noise. I need this fixed.",0,1,0,1,0,0,0,0,0,0,0,0
"Earbuds has been loses signal lately, and I noticed my earbuds can't save files.",0,0,0,0,0,1,0,0,0,0,1,0
I noticed my camera won't hold charge.,0,1,0,0,0,0,0,0,0,0,0,0
"Phone has been distorted audio lately, and My phone Wi-Fi disconnects.",0,0,0,1,0,1,0,0,0,0,0,0
The earbuds shuts off randomly. Please help.,1,0,0,0,0,0,0,0,0,0,0,0
"The smartwatch motor buzzing, and Smartwatch error code on startup.",0,0,0,0,0,0,0,1,0,1,0,0
I noticed my laptop propeller is stuck. Please help.,0,0,0,0,0,0,0,1,0,0,0,0
"Laptop has been roller jammed lately, and I noticed my laptop stuck in bootloop.",0,0,0,0,0,0,0,1,0,1,0,0
The thermostat remote buttons don't work and I tried restarting.,0,0,0,0,0,0,0,0,1,0,0,0
"Hard drive no cellular signal, and My hard drive motor buzzing.",0,0,0,0,0,1,0,1,0,0,0,0
The speaker has no power.,1,0,0,0,0,0,0,0,0,0,0,0
"Monitor has been dropped in water lately, and Monitor has been gives wrong readings lately.",0,0,0,0,0,0,1,0,0,0,0,1
"Camera has been battery swelled lately, and Camera has been speaker muffled after water lately. I need this fixed.",0,1,0,0,0,0,1,0,0,0,0,0
"My hard drive no lights but charger connected, and Hard drive dropped in water.",1,0,0,0,0,0,1,0,0,0,0,0
Earbuds image is blurry while charging.,0,0,1,0,0,0,0,0,0,0,0,0
Monitor doesn't power up.,1,0,0,0,0,0,0,0,0,0,0,0
"Router has been screen is black lately, and Router won't boot.",1,0,1,0,0,0,0,0,0,0,0,0
"The fitness tracker fails to charge, and Fitness tracker mechanical grinding noise.",0,1,0,0,0,0,0,1,0,0,0,0
I noticed my laptop GPS wrong location.,0,0,0,0,0,0,0,0,0,0,0,1
I noticed my phone speaker muffled after water.,0,0,0,0,0,0,1,0,0,0,0,0
Smartwatch has been network drops lately after it fell.,0,0,0,0,0,1,0,0,0,0,0,0
"Washing machine image is blurry, and My washing machine SD card not recognized.",0,0,1,0,0,0,0,0,0,0,1,0
"The printer joystick drifts, and My printer makes clicking noise.",0,0,0,1,0,0,0,0,1,0,0,0
Thermostat has been fan runs loud constantly lately and I tried restarting.,0,0,0,0,1,0,0,0,0,0,0,0
"I noticed my printer battery indicator incorrect, and The printer corroded port after spill. I need this fixed.",0,1,0,0,0,0,1,0,0,0,0,0
Router has been data disappeared lately.,0,0,0,0,0,0,0,0,0,0,1,0
I noticed my router display has color tint since yesterday. Please help.,0,0,1,0,0,0,0,0,0,0,0,0
Router has been gives wrong readings lately.,0,0,0,0,0,0,0,0,0,0,0,1
Tv has been motor not spinning lately and it's getting worse every day.,0,0,0,0,0,0,0,1,0,0,0,0
Phone has been gets very hot lately and it's getting worse every day. Please help.,0,0,0,0,1,0,0,0,0,0,0,0
Tablet has been GPS wrong location lately.,0,0,0,0,0,0,0,0,0,0,0,1
"My TV battery overheating, and The TV makes clicking noise. I need this fixed.",0,0,0,1,1,0,0,0,0,0,0,0
I noticed my earbuds app crashes.,0,0,0,0,0,0,0,0,0,1,0,0
"My printer speaker muffled after water, and I noticed my printer won't boot.",1,0,0,0,0,0,1,0,0,0,0,0
"Router got wet and stopped working, and Router has been files corrupted lately.",0,0,0,0,0,0,1,0,0,0,1,0
"My printer proximity sensor fails, and My printer screen is black.",0,0,1,0,0,0,0,0,0,0,0,1
Hard drive has been won't charge lately.,0,1,0,0,0,0,0,0,0,0,0,0
"The router device smokes, and I noticed my router screen fogged after water. I need this fixed.",0,0,0,0,1,0,1,0,0,0,0,0
"The thermostat speaker muffled after water, and The thermostat hard drive not detected. Please help.",0,0,0,0,0,0,1,0,0,0,1,0
"Phone roller jammed, and My phone software freezes.",0,0,0,0,0,0,0,1,0,1,0,0
The smartwatch files corrupted while charging. Please help.,0,0,0,0,0,0,0,0,0,0,1,0
My phone audio cuts out.,0,0,0,1,0,0,0,0,0,0,0,0
"I noticed my TV speaker muffled after water, and Tv has been echo and static lately.",0,0,0,1,0,0,1,0,0,0,0,0
Gaming console hard drive not detected.,0,0,0,0,0,0,0,0,0,0,1,0
"Gaming console has been won't turn on lately, and The gaming console loud grinding noise. I need this fixed.",1,0,0,1,0,0,0,0,0,0,0,0
The monitor touch input fails right after I plugged it in.,0,0,0,0,0,0,0,0,1,0,0,0
My TV won't charge.,0,1,0,0,0,0,0,0,0,0,0,0
"The washing machine firmware update failed, and Washing machine has been data disappeared lately. I need this fixed.",0,0,0,0,0,0,0,0,0,1,1,0
Phone has been won't charge lately while charging.,0,1,0,0,0,0,0,0,0,0,0,0
"My camera display has color tint, and Camera joystick drifts.",0,0,1,0,0,0,0,0,1,0,0,0
I noticed my TV screen is black and I tried restarting.,0,0,1,0,0,0,0,0,0,0,0,0
"My e-scooter shuts down due to heat, and E-scooter battery swelled. I need this fixed. Please help.",0,1,0,0,1,0,0,0,0,0,0,0
My router won't charge.,0,1,0,0,0,0,0,0,0,0,0,0
I noticed my gaming console Bluetooth won't pair after a recent update.,0,0,0,0,0,1,0,0,0,0,0,0
"Printer has been propeller is stuck lately, and Printer has been device smokes lately.",0,0,0,0,1,0,0,1,0,0,0,0
"The tablet buttons not registering, and My tablet power LED is on but device is dead. I need this fixed.",1,0,0,0,0,0,0,0,1,0,0,0
I noticed my router Bluetooth won't pair.,0,0,0,0,0,1,0,0,0,0,0,0
Hard drive temperature sensor off after it fell.,0,0,0,0,0,0,0,0,0,0,0,1
My smartwatch software freezes and I tried restarting.,0,0,0,0,0,0,0,0,0,1,0,0
"I noticed my vacuum overheats, and My vacuum won't spin.",0,0,0,0,1,0,0,1,0,0,0,0
The monitor buttons not registering.,0,0,0,0,0,0,0,0,1,0,0,0
My e-scooter disk making clicking noises.,0,0,0,0,0,0,0,0,0,0,1,0
The router mechanical grinding noise and I tried restarting.,0,0,0,0,0,0,0,1,0,0,0,0
Thermostat has been screen is flickering lately after it fell.,0,0,1,0,0,0,0,0,0,0,0,0
The fitness tracker screen is black and it's getting worse every day.,0,0,1,0,0,0,0,0,0,0,0,0
Thermostat battery died in minutes after a recent update.,0,1,0,0,0,0,0,0,0,0,0,0
My washing machine network drops and it's getting worse every day.,0,0,0,0,0,1,0,0,0,0,0,0
Washing machine screen is flickering.,0,0,1,0,0,0,0,0,0,0,0,0
I noticed my laptop dropped in water right after I plugged it in.,0,0,0,0,0,0,1,0,0,0,0,0
"E-scooter has been can't save files lately, and E-scooter screen fogged after water.",0,0,0,0,0,0,1,0,0,0,1,0
"Drone has been fails to charge lately, and Drone touchscreen not responding.",0,1,1,0,0,0,0,0,0,0,0,0
My thermostat power LED is on but device is dead.,1,0,0,0,0,0,0,0,0,0,0,0
The drone mechanical grinding noise after a recent update. Please help.,0,0,0,0,0,0,0,1,0,0,0,0
E-scooter speaker muffled after water after it fell.,0,0,0,0,0,0,1,0,0,0,0,0
"My smartwatch motion sensor false triggers, and My smartwatch won't spin.",0,0,0,0,0,0,0,1,0,0,0,1
My e-scooter blue screen since yesterday.,0,0,0,0,0,0,0,0,0,1,0,0
The gaming console disk making clicking noises after it fell.,0,0,0,0,0,0,0,0,0,0,1,0
"Phone shuts down due to heat, and The phone double-press issue. I need this fixed. Please help.",0,0,0,0,1,0,0,0,1,0,0,0
Speaker has been speaker muffled after water lately. Please help.,0,0,0,0,0,0,1,0,0,0,0,0
I noticed my camera corroded port after spill after it fell.,0,0,0,0,0,0,1,0,0,0,0,0
"The smartwatch Bluetooth won't pair, and My smartwatch display has color tint. I need this fixed.",0,0,1,0,0,1,0,0,0,0,0,0
"Washing machine has been distorted audio lately, and I noticed my washing machine network drops. I need this fixed.",0,0,0,1,0,1,0,0,0,0,0,0
"I noticed my laptop loud grinding noise, and I noticed my laptop battery overheating. Please help.",0,0,0,1,1,0,0,0,0,0,0,0
"I noticed my tablet display shows lines, and Tablet OS won't load. I need this fixed.",0,0,1,0,0,0,0,0,0,1,0,0
My TV trackpad stops working after a recent update.,0,0,0,0,0,0,0,0,1,0,0,0
"Tablet software freezes, and Tablet has been thermal throttling during use lately.",0,0,0,0,1,0,0,0,0,1,0,0
"Tv won't spin, and Tv storage full unexpectedly.",0,0,0,0,0,0,0,1,0,0,1,0
My router files corrupted after a recent update. Please help.,0,0,0,0,0,0,0,0,0,0,1,0
"The camera battery overheating, and Camera has been speaker muffled after water lately.",0,0,0,0,1,0,1,0,0,0,0,0
My router GPS wrong location.,0,0,0,0,0,0,0,0,0,0,0,1
My drone motion sensor false triggers.,0,0,0,0,0,0,0,0,0,0,0,1
"Router app crashes, and Router device smokes.",0,0,0,0,1,0,0,0,0,1,0,0
The router overheats right after I plugged it in.,0,0,0,0,1,0,0,0,0,0,0,0
Router has been liquid damage lately after a recent update.,0,0,0,0,0,0,1,0,0,0,0,0
My tablet overheats after a recent update.,0,0,0,0,1,0,0,0,0,0,0,0
"The TV disk making clicking noises, and The TV display has color tint. Please help.",0,0,1,0,0,0,0,0,0,0,1,0
"Printer no cellular signal, and Printer roller jammed. I need this fixed.",0,0,0,0,0,1,0,1,0,0,0,0
Printer has been app crashes lately.,0,0,0,0,0,0,0,0,0,1,0,0
I noticed my washing machine screen is flickering. Please help.,0,0,1,0,0,0,0,0,0,0,0,0
Camera device smokes.,0,0,0,0,1,0,0,0,0,0,0,0
Drone has been remote buttons don't work lately after a recent update.,0,0,0,0,0,0,0,0,1,0,0,0
I noticed my phone battery swelled. Please help.,0,1,0,0,0,0,0,0,0,0,0,0
"Washing machine has been shuts off randomly lately, and I noticed my washing machine data disappeared.",1,0,0,0,0,0,0,0,0,0,1,0
I noticed my vacuum screen ghost touches after it fell.,0,0,1,0,0,0,0,0,0,0,0,0
Monitor has been speaker muffled after water lately after it fell.,0,0,0,0,0,0,1,0,0,0,0,0
Printer has been liquid damage lately while charging.,0,0,0,0,0,0,1,0,0,0,0,0
My speaker image is blurry right after I plugged it in.,0,0,1,0,0,0,0,0,0,0,0,0
My e-scooter battery drains quickly.,0,1,0,0,0,0,0,0,0,0,0,0
"The phone stuck in bootloop, and Phone battery indicator incorrect. Please help.",0,1,0,0,0,0,0,0,0,1,0,0
"My thermostat data disappeared, and Thermostat doesn't power up.",1,0,0,0,0,0,0,0,0,0,1,0
Printer has been won't charge lately.,0,1,0,0,0,0,0,0,0,0,0,0
Tv has been blue screen lately.,0,0,0,0,0,0,0,0,0,1,0,0
The tablet dropped in water.,0,0,0,0,0,0,1,0,0,0,0,0
Hard drive has been Wi-Fi disconnects lately.,0,0,0,0,0,1,0,0,0,0,0,0
I noticed my vacuum app crashes.,0,0,0,0,0,0,0,0,0,1,0,0
My gaming console display has color tint while charging.,0,0,1,0,0,0,0,0,0,0,0,0
Washing machine liquid damage after a recent update.,0,0,0,0,0,0,1,0,0,0,0,0
I noticed my washing machine speaker crackles. Please help.,0,0,0,1,0,0,0,0,0,0,0,0
I noticed my e-scooter dropped in water and it's getting worse every day.,0,0,0,0,0,0,1,0,0,0,0,0
My thermostat won't hold charge.,0,1,0,0,0,0,0,0,0,0,0,0
I noticed my laptop won't charge.,0,1,0,0,0,0,0,0,0,0,0,0
My router keys are sticky and it's getting worse every day.,0,0,0,0,0,0,0,0,1,0,0,0
Gaming console has been got wet and stopped working lately right after I plugged it in.,0,0,0,0,0,0,1,0,0,0,0,0
The smartwatch audio cuts out.,0,0,0,1,0,0,0,0,0,0,0,0
I noticed my earbuds temperature sensor off and I tried restarting.,0,0,0,0,0,0,0,0,0,0,0,1
My washing machine overheats after it fell.,0,0,0,0,1,0,0,0,0,0,0,0
I noticed my monitor fails to start.,1,0,0,0,0,0,0,0,0,0,0,0
Laptop files corrupted after it fell.,0,0,0,0,0,0,0,0,0,0,1,0
"Phone liquid damage, and The phone firmware update failed. I need this fixed. Please help.",0,0,0,0,0,0,1,0,0,1,0,0
"I noticed my gaming console remote buttons don't work, and The gaming console gives wrong readings.",0,0,0,0,0,0,0,0,1,0,0,1
"I noticed my tablet GPS wrong location, and Tablet has been display has color tint lately. I need this fixed.",0,0,1,0,0,0,0,0,0,0,0,1
The printer no cellular signal.,0,0,0,0,0,1,0,0,0,0,0,0
"Gaming console has been gives wrong readings lately, and I noticed my gaming console touchscreen not responding.",0,0,1,0,0,0,0,0,0,0,0,1
"My printer fails to charge, and I noticed my printer mechanical grinding noise. I need this fixed.",0,1,0,0,0,0,0,1,0,0,0,0
I noticed my camera motor buzzing.,0,0,0,0,0,0,0,1,0,0,0,0
I noticed my washing machine SD card not recognized right after I plugged it in.,0,0,0,0,0,0,0,0,0,0,1,0
Smartwatch screen fogged after water and it's getting worse every day.,0,0,0,0,0,0,1,0,0,0,0,0
Hard drive has been roller jammed lately and it's getting worse every day.,0,0,0,0,0,0,0,1,0,0,0,0
Printer has been battery swelled lately. Please help.,0,1,0,0,0,0,0,0,0,0,0,0
My e-scooter network drops.,0,0,0,0,0,1,0,0,0,0,0,0
Vacuum double-press issue.,0,0,0,0,0,0,0,0,1,0,0,0
Smartwatch blue screen.,0,0,0,0,0,0,0,0,0,1,0,0
Printer network drops since yesterday. Please help.,0,0,0,0,0,1,0,0,0,0,0,0
"Earbuds has been screen is black lately, and The earbuds audio cuts out.",0,0,1,1,0,0,0,0,0,0,0,0
I noticed my washing machine Bluetooth won't pair since yesterday.,0,0,0,0,0,1,0,0,0,0,0,0
The laptop shuts down due to heat.,0,0,0,0,1,0,0,0,0,0,0,0
The monitor audio cuts out while charging. Please help.,0,0,0,1,0,0,0,0,0,0,0,0
Earbuds has been display has color tint lately right after I plugged it in.,0,0,1,0,0,0,0,0,0,0,0,0
"My speaker blue screen, and Speaker has been distorted audio lately. I need this fixed.",0,0,0,1,0,0,0,0,0,1,0,0
Printer app crashes.,0,0,0,0,0,0,0,0,0,1,0,0
The router loses signal.,0,0,0,0,0,1,0,0,0,0,0,0
My router network drops while charging.,0,0,0,0,0,1,0,0,0,0,0,0
"Router has been speaker muffled after water lately, and My router Bluetooth won't pair.",0,0,0,0,0,1,1,0,0,0,0,0
Phone microphone not working since yesterday.,0,0,0,1,0,0,0,0,0,0,0,0
The smartwatch fails to start.,1,0,0,0,0,0,0,0,0,0,0,0
My laptop display has color tint since yesterday.,0,0,1,0,0,0,0,0,0,0,0,0
I noticed my router files corrupted and it's getting worse every day.,0,0,0,0,0,0,0,0,0,0,1,0
Router has been screen is flickering lately. Please help.,0,0,1,0,0,0,0,0,0,0,0,0
"The earbuds screen fogged after water, and The earbuds stuck in bootloop.",0,0,0,0,0,0,1,0,0,1,0,0
Fitness tracker keys are sticky.,0,0,0,0,0,0,0,0,1,0,0,0
Smartwatch battery swelled.,0,1,0,0,0,0,0,0,0,0,0,0
"Smartwatch has been no cellular signal lately, and The smartwatch temperature sensor off. I need this fixed. Please help.",0,0,0,0,0,1,0,0,0,0,0,1
"Tablet has been GPS wrong location lately, and Tablet has no power.",1,0,0,0,0,0,0,0,0,0,0,1
Fitness tracker has been no lights but charger connected lately.,1,0,0,0,0,0,0,0,0,0,0,0
"Tablet has been fails to charge lately, and Tablet has been temperature sensor off lately.",0,1,0,0,0,0,0,0,0,0,0,1
"My drone gives wrong readings, and Drone has been shuts off randomly lately.",1,0,0,0,0,0,0,0,0,0,0,1
The vacuum battery drains quickly and I tried restarting.,0,1,0,0,0,0,0,0,0,0,0,0
"Fitness tracker has been joystick drifts lately, and Fitness tracker has been won't spin lately.",0,0,0,0,0,0,0,1,1,0,0,0
My gaming console disk making clicking noises.,0,0,0,0,0,0,0,0,0,0,1,0
I noticed my thermostat keys are sticky.,0,0,0,0,0,0,0,0,1,0,0,0
